Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item,Item_Price,Type
2016,10,30,Sunday,morning,11,37,10,37,Coffee,9.07,drinks
2016,10,30,Sunday,morning,11,37,10,37,Bread,3.01,food
2016,10,30,Sunday,morning,11,37,10,37,NONE,9.98,unknown
2016,10,30,Sunday,morning,11,42,40,38,Bread,3.01,food
2016,10,30,Sunday,morning,11,42,40,38,Tea,6.65,drinks
2016,10,30,Sunday,morning,11,44,31,39,Scandinavian,10.38,unknown
2016,10,30,Sunday,morning,11,55,51,40,Juice,7.76,drinks
2016,10,30,Sunday,morning,11,55,51,40,NONE,9.98,unknown
2016,10,30,Sunday,morning,11,55,51,40,Tartine,8.06,food
2016,10,30,Sunday,morning,11,55,51,40,Coffee,9.07,drinks
2016,10,30,Sunday,morning,11,55,51,40,Muffin,3.01,food
2016,10,30,Sunday,morning,11,57,6,41,Scandinavian,10.38,unknown
2016,10,30,Sunday,morning,11,57,45,42,Bread,3.01,food
2016,10,30,Sunday,morning,11,57,45,42,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,12,0,22,43,Scandinavian,10.38,unknown
2016,10,30,Sunday,afternoon,12,0,22,43,Fudge,1.39,food
2016,10,30,Sunday,afternoon,12,5,47,44,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,5,47,44,Medialuna,9.07,food
2016,10,30,Sunday,afternoon,12,8,36,45,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,8,36,45,Hot chocolate,9.58,drinks
2016,10,30,Sunday,afternoon,12,8,36,45,Medialuna,9.07,food
2016,10,30,Sunday,afternoon,12,9,4,46,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,15,29,47,Ella's Kitchen Pouches,1.39,unknown
2016,10,30,Sunday,afternoon,12,15,29,47,Juice,7.76,drinks
2016,10,30,Sunday,afternoon,12,15,29,47,Bread,3.01,food
2016,10,30,Sunday,afternoon,12,15,29,47,Muffin,3.01,food
2016,10,30,Sunday,afternoon,12,15,29,47,Jam,10.08,food
2016,10,30,Sunday,afternoon,12,17,2,48,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,23,1,49,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,23,1,49,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,23,1,49,Medialuna,9.07,food
2016,10,30,Sunday,afternoon,12,25,11,50,Bread,3.01,food
2016,10,30,Sunday,afternoon,12,25,11,50,Victorian Sponge,6.85,food
2016,10,30,Sunday,afternoon,12,26,58,51,Bread,3.01,food
2016,10,30,Sunday,afternoon,12,28,7,52,Scandinavian,10.38,unknown
2016,10,30,Sunday,afternoon,12,33,8,54,Bread,3.01,food
2016,10,30,Sunday,afternoon,12,38,6,55,Frittata,4.12,food
2016,10,30,Sunday,afternoon,12,38,6,55,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,38,6,55,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,12,38,6,55,Hearty & Seasonal,5.84,unknown
2016,10,30,Sunday,afternoon,12,39,27,56,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,12,39,27,56,Frittata,4.12,food
2016,10,30,Sunday,afternoon,12,45,48,57,Scandinavian,10.38,unknown
2016,10,30,Sunday,afternoon,12,59,29,58,Victorian Sponge,6.85,food
2016,10,30,Sunday,afternoon,12,59,29,58,Hot chocolate,9.58,drinks
2016,10,30,Sunday,afternoon,12,59,29,58,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,12,59,29,58,Soup,8.77,drinks
2016,10,30,Sunday,afternoon,13,2,4,59,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,13,2,4,59,NONE,9.98,unknown
2016,10,30,Sunday,afternoon,13,14,4,60,Cookies,7.35,food
2016,10,30,Sunday,afternoon,13,14,4,60,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,14,4,60,Juice,7.76,drinks
2016,10,30,Sunday,afternoon,13,14,4,60,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,15,38,61,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,24,0,62,Pick and Mix Bowls,4.93,unknown
2016,10,30,Sunday,afternoon,13,24,0,62,Hearty & Seasonal,5.84,unknown
2016,10,30,Sunday,afternoon,13,24,0,62,Hearty & Seasonal,5.84,unknown
2016,10,30,Sunday,afternoon,13,24,0,62,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,24,0,62,Smoothies,8.26,unknown
2016,10,30,Sunday,afternoon,13,24,0,62,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,33,12,63,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,34,7,64,Cake,4.73,food
2016,10,30,Sunday,afternoon,13,37,25,65,NONE,9.98,unknown
2016,10,30,Sunday,afternoon,13,37,25,65,Tartine,8.06,food
2016,10,30,Sunday,afternoon,13,37,25,65,Mighty Protein,5.94,food
2016,10,30,Sunday,afternoon,13,37,25,65,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,13,37,25,65,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,40,20,66,Hearty & Seasonal,5.84,unknown
2016,10,30,Sunday,afternoon,13,40,20,66,Frittata,4.12,food
2016,10,30,Sunday,afternoon,13,40,20,66,Mineral water,2.51,drinks
2016,10,30,Sunday,afternoon,13,46,48,67,Hearty & Seasonal,5.84,unknown
2016,10,30,Sunday,afternoon,13,46,48,67,NONE,9.98,unknown
2016,10,30,Sunday,afternoon,13,46,48,67,Mineral water,2.51,drinks
2016,10,30,Sunday,afternoon,13,46,48,67,Muffin,3.01,food
2016,10,30,Sunday,afternoon,13,49,36,68,Frittata,4.12,food
2016,10,30,Sunday,afternoon,13,49,36,68,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,13,49,36,68,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,13,49,36,68,Scandinavian,10.38,unknown
2016,10,30,Sunday,afternoon,13,49,36,68,Chicken sand,1.6,food
2016,10,30,Sunday,afternoon,13,51,49,69,Bread,3.01,food
2016,10,30,Sunday,afternoon,13,51,49,69,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,13,51,49,69,Victorian Sponge,6.85,food
2016,10,30,Sunday,afternoon,13,54,42,70,Fudge,1.39,food
2016,10,30,Sunday,afternoon,13,56,8,71,Muffin,3.01,food
2016,10,30,Sunday,afternoon,14,21,38,72,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,14,21,38,72,Bread,3.01,food
2016,10,30,Sunday,afternoon,14,22,39,73,Bread,3.01,food
2016,10,30,Sunday,afternoon,14,24,3,74,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,14,24,3,74,Bread,3.01,food
2016,10,30,Sunday,afternoon,14,32,26,75,NONE,9.98,unknown
2016,10,30,Sunday,afternoon,14,32,26,75,Jam,10.08,food
2016,10,30,Sunday,afternoon,14,32,26,75,Frittata,4.12,food
2016,10,30,Sunday,afternoon,14,32,49,76,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,14,35,36,77,Scandinavian,10.38,unknown
2016,10,30,Sunday,afternoon,14,42,29,78,Fudge,1.39,food
2016,10,30,Sunday,afternoon,14,45,44,79,Fudge,1.39,food
2016,10,30,Sunday,afternoon,14,45,44,79,Tea,6.65,drinks
2016,10,30,Sunday,afternoon,14,45,44,79,Coffee,9.07,drinks
2016,10,30,Sunday,afternoon,14,45,44,79,Muffin,3.01,food
2016,10,30,Sunday,afternoon,14,48,40,80,Frittata,4.12,food
2016,10,30,Sunday,afternoon,14,48,40,80,Bread,3.01,food
2016,10,30,Sunday,afternoon,14,48,40,80,Coffee,9.07,drinks
2016,10,31,Monday,morning,8,28,31,81,Coffee,9.07,drinks
2016,10,31,Monday,morning,8,28,31,81,Cake,4.73,food
2016,10,31,Monday,morning,8,47,5,82,Tartine,8.06,food
2016,10,31,Monday,morning,8,47,5,82,NONE,9.98,unknown
2016,10,31,Monday,morning,8,47,5,82,Bread,3.01,food
2016,10,31,Monday,morning,8,57,47,83,Coffee,9.07,drinks
2016,10,31,Monday,morning,8,57,47,83,Bread,3.01,food
2016,10,31,Monday,morning,9,4,6,84,Bread,3.01,food
2016,10,31,Monday,morning,9,10,9,85,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,10,9,85,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,10,9,85,Pastry,2.91,food
2016,10,31,Monday,morning,9,10,9,85,Medialuna,9.07,food
2016,10,31,Monday,morning,9,11,8,86,Juice,7.76,drinks
2016,10,31,Monday,morning,9,12,56,87,Bread,3.01,food
2016,10,31,Monday,morning,9,16,1,88,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,16,1,88,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,16,1,88,Jam,10.08,food
2016,10,31,Monday,morning,9,19,41,89,Bread,3.01,food
2016,10,31,Monday,morning,9,20,12,90,Bread,3.01,food
2016,10,31,Monday,morning,9,20,12,90,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,22,48,91,Tea,6.65,drinks
2016,10,31,Monday,morning,9,22,48,91,NONE,9.98,unknown
2016,10,31,Monday,morning,9,27,11,92,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,29,23,93,Bread,3.01,food
2016,10,31,Monday,morning,9,29,23,93,Coke,4.73,drinks
2016,10,31,Monday,morning,9,39,9,94,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,39,9,94,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,43,37,95,Tea,6.65,drinks
2016,10,31,Monday,morning,9,43,37,95,Pastry,2.91,food
2016,10,31,Monday,morning,9,43,37,95,Farm House,3.31,unknown
2016,10,31,Monday,morning,9,46,48,96,Pastry,2.91,food
2016,10,31,Monday,morning,9,46,48,96,Pastry,2.91,food
2016,10,31,Monday,morning,9,46,48,96,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,46,48,96,Juice,7.76,drinks
2016,10,31,Monday,morning,9,51,11,97,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,51,11,97,Pastry,2.91,food
2016,10,31,Monday,morning,9,51,11,97,Juice,7.76,drinks
2016,10,31,Monday,morning,9,52,22,98,Farm House,3.31,unknown
2016,10,31,Monday,morning,9,56,37,99,Pastry,2.91,food
2016,10,31,Monday,morning,9,56,37,99,Pastry,2.91,food
2016,10,31,Monday,morning,9,56,37,99,Coffee,9.07,drinks
2016,10,31,Monday,morning,9,56,37,99,Bread,3.01,food
2016,10,31,Monday,morning,9,58,6,100,Bread,3.01,food
2016,10,31,Monday,morning,10,4,2,101,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,4,2,101,Pastry,2.91,food
2016,10,31,Monday,morning,10,4,44,102,Farm House,3.31,unknown
2016,10,31,Monday,morning,10,7,40,103,NONE,9.98,unknown
2016,10,31,Monday,morning,10,7,40,103,Bread,3.01,food
2016,10,31,Monday,morning,10,12,48,104,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,12,48,104,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,12,48,104,Medialuna,9.07,food
2016,10,31,Monday,morning,10,12,48,104,Muffin,3.01,food
2016,10,31,Monday,morning,10,12,48,104,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,21,29,105,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,21,29,105,Tea,6.65,drinks
2016,10,31,Monday,morning,10,21,29,105,NONE,9.98,unknown
2016,10,31,Monday,morning,10,21,29,105,Cake,4.73,food
2016,10,31,Monday,morning,10,24,21,106,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,24,21,106,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,24,21,106,Pastry,2.91,food
2016,10,31,Monday,morning,10,24,21,106,Pastry,2.91,food
2016,10,31,Monday,morning,10,27,30,107,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,27,30,107,Tea,6.65,drinks
2016,10,31,Monday,morning,10,31,5,108,Farm House,3.31,unknown
2016,10,31,Monday,morning,10,31,5,108,Muffin,3.01,food
2016,10,31,Monday,morning,10,35,23,109,Bread,3.01,food
2016,10,31,Monday,morning,10,35,23,109,Muffin,3.01,food
2016,10,31,Monday,morning,10,35,23,109,Pastry,2.91,food
2016,10,31,Monday,morning,10,36,37,110,Pastry,2.91,food
2016,10,31,Monday,morning,10,38,9,111,Coffee,9.07,drinks
2016,10,31,Monday,morning,10,59,17,112,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,2,37,113,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,2,37,113,Cake,4.73,food
2016,10,31,Monday,morning,11,5,45,114,Farm House,3.31,unknown
2016,10,31,Monday,morning,11,8,53,115,Bread,3.01,food
2016,10,31,Monday,morning,11,11,1,116,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,13,8,117,Cookies,7.35,food
2016,10,31,Monday,morning,11,13,8,117,Cake,4.73,food
2016,10,31,Monday,morning,11,13,8,117,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,13,8,117,My-5 Fruit Shoot,10.38,unknown
2016,10,31,Monday,morning,11,18,29,118,Cookies,7.35,food
2016,10,31,Monday,morning,11,18,29,118,Cookies,7.35,food
2016,10,31,Monday,morning,11,18,29,118,Tea,6.65,drinks
2016,10,31,Monday,morning,11,18,29,118,Pastry,2.91,food
2016,10,31,Monday,morning,11,25,56,119,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,25,56,119,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,25,56,119,Muffin,3.01,food
2016,10,31,Monday,morning,11,29,1,120,Farm House,3.31,unknown
2016,10,31,Monday,morning,11,30,59,121,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,30,59,121,Bread,3.01,food
2016,10,31,Monday,morning,11,37,30,122,Cookies,7.35,food
2016,10,31,Monday,morning,11,42,5,123,Jam,10.08,food
2016,10,31,Monday,morning,11,42,5,123,NONE,9.98,unknown
2016,10,31,Monday,morning,11,42,5,123,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,42,5,123,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,42,5,123,Juice,7.76,drinks
2016,10,31,Monday,morning,11,43,10,124,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,43,10,124,Soup,8.77,drinks
2016,10,31,Monday,morning,11,47,18,125,Tea,6.65,drinks
2016,10,31,Monday,morning,11,52,43,126,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,52,43,126,Jam,10.08,food
2016,10,31,Monday,morning,11,53,11,127,Farm House,3.31,unknown
2016,10,31,Monday,morning,11,55,0,128,NONE,9.98,unknown
2016,10,31,Monday,morning,11,55,0,128,Tartine,8.06,food
2016,10,31,Monday,morning,11,55,0,128,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,55,0,128,Tea,6.65,drinks
2016,10,31,Monday,morning,11,59,23,129,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,59,23,129,Coffee,9.07,drinks
2016,10,31,Monday,morning,11,59,23,129,Cake,4.73,food
2016,10,31,Monday,afternoon,12,3,12,130,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,3,12,130,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,3,12,130,Muffin,3.01,food
2016,10,31,Monday,afternoon,12,8,28,131,Bread,3.01,food
2016,10,31,Monday,afternoon,12,8,28,131,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,14,20,132,Tea,6.65,drinks
2016,10,31,Monday,afternoon,12,14,20,132,Juice,7.76,drinks
2016,10,31,Monday,afternoon,12,14,20,132,Pick and Mix Bowls,4.93,unknown
2016,10,31,Monday,afternoon,12,14,20,132,Cookies,7.35,food
2016,10,31,Monday,afternoon,12,16,32,133,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,12,16,32,133,Soup,8.77,drinks
2016,10,31,Monday,afternoon,12,19,37,134,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,12,19,37,134,Tea,6.65,drinks
2016,10,31,Monday,afternoon,12,19,37,134,Farm House,3.31,unknown
2016,10,31,Monday,afternoon,12,20,21,135,Bread,3.01,food
2016,10,31,Monday,afternoon,12,27,41,136,Tea,6.65,drinks
2016,10,31,Monday,afternoon,12,27,41,136,Soup,8.77,drinks
2016,10,31,Monday,afternoon,12,37,7,137,Farm House,3.31,unknown
2016,10,31,Monday,afternoon,12,43,35,138,Soup,8.77,drinks
2016,10,31,Monday,afternoon,12,43,35,138,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,12,43,35,138,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,50,57,139,Bread,3.01,food
2016,10,31,Monday,afternoon,12,50,57,139,Muffin,3.01,food
2016,10,31,Monday,afternoon,12,50,57,139,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,12,53,33,140,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,53,33,140,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,12,53,33,140,Cookies,7.35,food
2016,10,31,Monday,afternoon,12,54,28,141,Bread,3.01,food
2016,10,31,Monday,afternoon,12,56,47,142,Tea,6.65,drinks
2016,10,31,Monday,afternoon,12,56,47,142,Muffin,3.01,food
2016,10,31,Monday,afternoon,12,59,8,143,Tea,6.65,drinks
2016,10,31,Monday,afternoon,13,2,11,144,Soup,8.77,drinks
2016,10,31,Monday,afternoon,13,2,11,144,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,13,5,49,145,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,5,49,145,Tea,6.65,drinks
2016,10,31,Monday,afternoon,13,5,49,145,Focaccia,1.29,food
2016,10,31,Monday,afternoon,13,8,30,146,Sandwich,3.21,food
2016,10,31,Monday,afternoon,13,9,31,147,Tartine,8.06,food
2016,10,31,Monday,afternoon,13,9,31,147,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,21,17,148,Fudge,1.39,food
2016,10,31,Monday,afternoon,13,21,17,148,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,21,17,148,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,26,3,149,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,31,33,150,Bread,3.01,food
2016,10,31,Monday,afternoon,13,50,17,151,Coke,4.73,drinks
2016,10,31,Monday,afternoon,13,50,17,151,Soup,8.77,drinks
2016,10,31,Monday,afternoon,13,51,18,152,Muffin,3.01,food
2016,10,31,Monday,afternoon,13,55,22,153,Tea,6.65,drinks
2016,10,31,Monday,afternoon,13,55,22,153,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,13,55,22,153,Cookies,7.35,food
2016,10,31,Monday,afternoon,13,55,22,153,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,0,21,154,Mighty Protein,5.94,food
2016,10,31,Monday,afternoon,14,0,21,154,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,14,0,21,154,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,0,21,154,Coke,4.73,drinks
2016,10,31,Monday,afternoon,14,1,30,155,Tea,6.65,drinks
2016,10,31,Monday,afternoon,14,1,30,155,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,1,30,155,Sandwich,3.21,food
2016,10,31,Monday,afternoon,14,4,16,156,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,4,16,156,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,5,7,157,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,5,7,157,Bread,3.01,food
2016,10,31,Monday,afternoon,14,20,29,158,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,20,29,158,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,22,31,159,Bread,3.01,food
2016,10,31,Monday,afternoon,14,22,31,159,Hot chocolate,9.58,drinks
2016,10,31,Monday,afternoon,14,22,31,159,Cookies,7.35,food
2016,10,31,Monday,afternoon,14,35,27,160,Mineral water,2.51,drinks
2016,10,31,Monday,afternoon,14,35,27,160,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,42,34,161,Tea,6.65,drinks
2016,10,31,Monday,afternoon,14,44,48,162,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,47,16,163,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,47,16,163,Juice,7.76,drinks
2016,10,31,Monday,afternoon,14,47,36,164,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,47,36,164,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,48,49,165,Tea,6.65,drinks
2016,10,31,Monday,afternoon,14,49,28,166,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,14,49,28,166,Muffin,3.01,food
2016,10,31,Monday,afternoon,14,50,42,167,Sandwich,3.21,food
2016,10,31,Monday,afternoon,14,50,42,167,Hearty & Seasonal,5.84,unknown
2016,10,31,Monday,afternoon,14,50,42,167,Bread,3.01,food
2016,10,31,Monday,afternoon,14,50,42,167,Mineral water,2.51,drinks
2016,10,31,Monday,afternoon,14,56,25,168,Tea,6.65,drinks
2016,10,31,Monday,afternoon,14,56,25,168,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,15,5,17,169,Mineral water,2.51,drinks
2016,10,31,Monday,afternoon,15,16,49,170,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,15,20,16,171,Soup,8.77,drinks
2016,10,31,Monday,afternoon,15,20,16,171,Tea,6.65,drinks
2016,10,31,Monday,afternoon,17,6,47,172,Bread,3.01,food
2016,10,31,Monday,afternoon,17,6,47,172,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,17,8,9,173,Bread,3.01,food
2016,10,31,Monday,afternoon,17,8,9,173,Muffin,3.01,food
2016,10,31,Monday,afternoon,17,40,21,174,Coffee,9.07,drinks
2016,10,31,Monday,afternoon,17,49,42,175,Bread,3.01,food
2016,10,31,Monday,evening,18,22,24,176,Cookies,7.35,food
2016,10,31,Monday,evening,18,22,24,176,Coffee,9.07,drinks
2016,11,1,Tuesday,morning,7,51,20,178,Coffee,9.07,drinks
2016,11,1,Tuesday,morning,7,51,20,178,Pastry,2.91,food
2016,11,1,Tuesday,morning,8,20,50,179,Coffee,9.07,drinks
2016,11,1,Tuesday,morning,8,20,50,179,Pastry,2.91,food
